Cabot Oil & Gas,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Thompson Ranch No. 11H,,,,,,,,,,,,,,,
"Frio County, Texas (NAD 27)",,,,,,,,,,,,,,,
North Reference: Grid,,,,,,,,,,,,,,,
KB-MSL: 554.30 ,,,,,,,,,,,,,,,
Ground Level: 526.30 ,,,,,,,,,,,,,,,
Design #2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
 , , ,Course, ,Subsea, , , , , , ,Dogleg,,,
MD,INC,AZI,Length,TVD,Depth,N/-S,E/-W,X,Y,Lat,Long,Severity,T.Face,Vert Sec,
,,,,,,,,,,,,,,,
9400,90.282,44.996,100,7947.928,-7393.628,778.718,1430.62,2024202.882,315947.736,28° 42' 8.148233 N,98° 55' 28.205429 W,0,0,1578.291, 
9500,90.282,44.996,100,7947.435,-7393.135,849.433,1501.325,2024273.587,316018.451,28° 42' 8.847972 N,98° 55' 27.410909 W,0,0,1678.22, 
9600,90.282,44.996,100,7946.943,-7392.643,920.147,1572.03,2024344.292,316089.165,28° 42' 9.547709 N,98° 55' 26.616386 W,0,0,1778.15, 
9700,90.282,44.996,100,7946.451,-7392.151,990.862,1642.735,2024414.997,316159.88,28° 42' 10.247445 N,98° 55' 25.821860 W,0,0,1878.079, 
9800,90.282,44.996,100,7945.959,-7391.659,1061.577,1713.44,2024485.702,316230.595,28° 42' 10.947180 N,98° 55' 25.027332 W,0,0,1978.009, 
9900,90.282,44.996,100,7945.466,-7391.166,1132.291,1784.145,2024556.407,316301.309,28° 42' 11.646913 N,98° 55' 24.232800 W,0,0,2077.938, 
10000,90.282,44.996,100,7944.974,-7390.674,1203.006,1854.85,2024627.112,316372.024,28° 42' 12.346645 N,98° 55' 23.438265 W,0,0,2177.868, 
10100,90.282,44.996,100,7944.482,-7390.182,1273.721,1925.555,2024697.817,316442.739,28° 42' 13.046376 N,98° 55' 22.643727 W,0,0,2277.797, 
10200,90.282,44.996,100,7943.99,-7389.69,1344.435,1996.26,2024768.522,316513.453,28° 42' 13.746105 N,98° 55' 21.849187 W,0,0,2377.727, 
10300,90.282,44.996,100,7943.497,-7389.197,1415.15,2066.965,2024839.227,316584.168,28° 42' 14.445833 N,98° 55' 21.054643 W,0,0,2477.656, 
10400,90.282,44.996,100,7943.005,-7388.705,1485.865,2137.67,2024909.932,316654.883,28° 42' 15.145560 N,98° 55' 20.260096 W,0,0,2577.585, 
10500,90.282,44.996,100,7942.513,-7388.213,1556.579,2208.375,2024980.637,316725.597,28° 42' 15.845285 N,98° 55' 19.465546 W,0,0,2677.515, 
10600,90.282,44.996,100,7942.021,-7387.721,1627.294,2279.08,2025051.342,316796.312,28° 42' 16.545010 N,98° 55' 18.670994 W,0,0,2777.444, 
10700,90.282,44.996,100,7941.529,-7387.229,1698.009,2349.785,2025122.047,316867.027,28° 42' 17.244732 N,98° 55' 17.876438 W,0,0,2877.374, 
10800,90.282,44.996,100,7941.036,-7386.736,1768.723,2420.49,2025192.752,316937.741,28° 42' 17.944454 N,98° 55' 17.081879 W,0,0,2977.303, 
10900,90.282,44.996,100,7940.544,-7386.244,1839.438,2491.195,2025263.457,317008.456,28° 42' 18.644174 N,98° 55' 16.287318 W,0,0,3077.233, 
11000,90.282,44.996,100,7940.052,-7385.752,1910.153,2561.9,2025334.162,317079.171,28° 42' 19.343893 N,98° 55' 15.492753 W,0,0,3177.162, 
11100,90.282,44.996,100,7939.56,-7385.26,1980.867,2632.605,2025404.867,317149.885,28° 42' 20.043610 N,98° 55' 14.698185 W,0,0,3277.092, 
11200,90.282,44.996,100,7939.067,-7384.767,2051.582,2703.31,2025475.572,317220.6,28° 42' 20.743327 N,98° 55' 13.903615 W,0,0,3377.021, 
11300,90.282,44.996,100,7938.575,-7384.275,2122.296,2774.015,2025546.277,317291.314,28° 42' 21.443042 N,98° 55' 13.109041 W,0,0,3476.95, 
11400,90.282,44.996,100,7938.083,-7383.783,2193.011,2844.72,2025616.982,317362.029,28° 42' 22.142755 N,98° 55' 12.314464 W,0,0,3576.88, 
11500,90.282,44.996,100,7937.591,-7383.291,2263.726,2915.425,2025687.687,317432.744,28° 42' 22.842467 N,98° 55' 11.519884 W,0,0,3676.809, 
11600,90.282,44.996,100,7937.098,-7382.798,2334.44,2986.129,2025758.391,317503.458,28° 42' 23.542178 N,98° 55' 10.725302 W,0,0,3776.739, 
11700,90.282,44.996,100,7936.606,-7382.306,2405.155,3056.834,2025829.096,317574.173,28° 42' 24.241888 N,98° 55' 9.930716 W,0,0,3876.668, 
11800,90.282,44.996,100,7936.114,-7381.814,2475.87,3127.539,2025899.801,317644.888,28° 42' 24.941596 N,98° 55' 9.136127 W,0,0,3976.598, 
